"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.04014 0.0113 0.0113
0.04024 0.0125 0.0125
0.04033 0.0125 0.0125
0.04043 0.0125 0.0125
0.04053 0.0125 0.0125
0.04063 0.0119 0.0119
0.04073 0.0131 0.0131
0.04083 0.0149 0.0149
0.04093 0.0113 0.0113
0.04103 0.0096 0.0096
0.04113 0.0125 0.0125
0.04123 0.0125 0.0125
0.04133 0.0125 0.0125
0.04143 0.0054 0.0054
0.04153 0.0060 0.0060
0.04163 0.0054 0.0054
0.04173 0.0060 0.0060
0.04183 0.0060 0.0060
0.04193 0.0078 0.0078
0.04203 0.0113 0.0113
0.04213 0.0161 0.0161
0.04223 0.0090 0.0090
0.04233 0.0137 0.0137
0.04243 0.0161 0.0161
0.04253 0.0125 0.0125
0.04263 0.0155 0.0155
0.04273 0.0119 0.0119
0.04283 0.0155 0.0155
0.04293 0.0107 0.0107
0.04303 0.0155 0.0155
0.04313 0.0161 0.0161
0.04323 0.0137 0.0137
0.04333 0.0161 0.0161
0.04343 0.0149 0.0149
0.04353 0.0090 0.0090
0.04363 0.0167 0.0167
0.04373 0.0149 0.0149
0.04383 0.0137 0.0137
0.04393 0.0173 0.0173
0.04403 0.0125 0.0125
0.04413 0.0161 0.0161
0.04423 0.0143 0.0143
0.04433 0.0137 0.0137
0.04443 0.0137 0.0137
0.04453 0.0113 0.0113
0.04463 0.0084 0.0084
0.04473 0.0066 0.0066
0.04483 0.0072 0.0072
0.04493 0.0078 0.0078
0.04503 0.0173 0.0173
0.04513 0.0155 0.0155
0.04523 0.0173 0.0173
0.04533 0.0161 0.0161
0.04543 0.0161 0.0161
0.04553 0.0143 0.0143
0.04563 0.0149 0.0149
0.04573 0.0173 0.0173
0.04583 0.0161 0.0161
0.04593 0.0137 0.0137
0.04603 0.0143 0.0143
0.04613 0.0173 0.0173
0.04623 0.0125 0.0125
0.04633 0.0185 0.0185
0.04643 0.0167 0.0167
0.04652 0.0185 0.0185
0.04662 0.0191 0.0191
0.04672 0.0173 0.0173
0.04682 0.0161 0.0161
0.04692 0.0137 0.0137
0.04702 0.0167 0.0167
0.04712 0.0209 0.0209
0.04722 0.0137 0.0137
0.04732 0.0167 0.0167
0.04742 0.0221 0.0221
0.04752 0.0155 0.0155
0.04762 0.0119 0.0119
0.04772 0.0078 0.0078
0.04782 0.0125 0.0125
0.04792 0.0191 0.0191
0.04802 0.0161 0.0161
0.04812 0.0209 0.0209
0.04822 0.0227 0.0227
0.04832 0.0155 0.0155
0.04842 0.0197 0.0197
0.04852 0.0215 0.0215
0.04862 0.0173 0.0173
0.04872 0.0191 0.0191
0.04882 0.0173 0.0173
0.04892 0.0173 0.0173
0.04902 0.0203 0.0203
0.04912 0.0215 0.0215
0.04922 0.0173 0.0173
0.04932 0.0185 0.0185
0.04942 0.0191 0.0191
0.04952 0.0161 0.0161
0.04962 0.0191 0.0191
0.04972 0.0209 0.0209
0.04982 0.0203 0.0203
0.04992 0.0197 0.0197
0.05002 0.0227 0.0227
0.05012 0.0191 0.0191
0.05022 0.0137 0.0137
0.05032 0.0090 0.0090
0.05042 0.0233 0.0233
0.05052 0.0179 0.0179
0.05062 0.0239 0.0239
0.05072 0.0233 0.0233
0.05082 0.0215 0.0215
0.05092 0.0191 0.0191
0.05102 0.0221 0.0221
0.05112 0.0215 0.0215
0.05122 0.0239 0.0239
0.05132 0.0239 0.0239
0.05142 0.0215 0.0215
0.05152 0.0221 0.0221
0.05162 0.0203 0.0203
0.05172 0.0185 0.0185
0.05182 0.0239 0.0239
0.05192 0.0179 0.0179
0.05202 0.0251 0.0251
0.05212 0.0197 0.0197
0.05222 0.0215 0.0215
0.05232 0.0209 0.0209
0.05242 0.0227 0.0227
0.05252 0.0227 0.0227
0.05262 0.0215 0.0215
0.05271 0.0137 0.0137
0.05281 0.0113 0.0113
0.05291 0.0161 0.0161
0.05301 0.0251 0.0251
0.05311 0.0215 0.0215
0.05321 0.0233 0.0233
0.05331 0.0251 0.0251
0.05341 0.0227 0.0227
0.05351 0.0227 0.0227
0.05361 0.0263 0.0263
0.05371 0.0251 0.0251
0.05381 0.0215 0.0215
0.05391 0.0239 0.0239
0.05401 0.0221 0.0221
0.05411 0.0203 0.0203
0.05421 0.0239 0.0239
0.05431 0.0227 0.0227
0.05441 0.0275 0.0275
0.05451 0.0239 0.0239
0.05461 0.0251 0.0251
0.05471 0.0233 0.0233
0.05481 0.0191 0.0191
0.05491 0.0239 0.0239
0.05501 0.0233 0.0233
0.05511 0.0239 0.0239
0.05521 0.0263 0.0263
0.05531 0.0251 0.0251
0.05541 0.0215 0.0215
0.05551 0.0239 0.0239
0.05561 0.0125 0.0125
0.05571 0.0251 0.0251
0.05581 0.0239 0.0239
0.05591 0.0251 0.0251
0.05601 0.0251 0.0251
0.05611 0.0263 0.0263
0.05621 0.0239 0.0239
0.05631 0.0263 0.0263
0.05641 0.0227 0.0227
0.05651 0.0233 0.0233
0.05661 0.0316 0.0316
0.05671 0.0287 0.0287
0.05681 0.0263 0.0263
0.05691 0.0251 0.0251
0.05701 0.0287 0.0287
0.05711 0.0251 0.0251
0.05721 0.0251 0.0251
0.05731 0.0304 0.0304
0.05741 0.0263 0.0263
0.05751 0.0287 0.0287
0.05761 0.0263 0.0263
0.05771 0.0275 0.0275
0.05781 0.0251 0.0251
0.05791 0.0263 0.0263
0.05801 0.0203 0.0203
0.05811 0.0263 0.0263
0.05821 0.0251 0.0251
0.05831 0.0287 0.0287
0.05841 0.0239 0.0239
0.05851 0.0310 0.0310
0.05861 0.0340 0.0340
0.05871 0.0263 0.0263
0.05881 0.0287 0.0287
0.05890 0.0281 0.0281
0.05900 0.0275 0.0275
0.05910 0.0275 0.0275
0.05920 0.0299 0.0299
0.05930 0.0293 0.0293
0.05940 0.0310 0.0310
0.05950 0.0239 0.0239
0.05960 0.0275 0.0275
0.05970 0.0316 0.0316
0.05980 0.0334 0.0334
0.05990 0.0364 0.0364
0.06000 0.0287 0.0287
0.06010 0.0251 0.0251
0.06020 0.0316 0.0316
0.06030 0.0310 0.0310
0.06040 0.0316 0.0316
0.06050 0.0233 0.0233
0.06060 0.0281 0.0281
0.06070 0.0299 0.0299
0.06080 0.0275 0.0275
0.06090 0.0364 0.0364
0.06100 0.0310 0.0310
0.06110 0.0304 0.0304
0.06120 0.0340 0.0340
0.06130 0.0299 0.0299
0.06140 0.0275 0.0275
0.06150 0.0328 0.0328
0.06160 0.0275 0.0275
0.06170 0.0299 0.0299
0.06180 0.0316 0.0316
0.06190 0.0322 0.0322
0.06200 0.0340 0.0340
0.06210 0.0310 0.0310
0.06220 0.0352 0.0352
0.06230 0.0310 0.0310
0.06240 0.0364 0.0364
0.06250 0.0275 0.0275
0.06260 0.0352 0.0352
0.06270 0.0287 0.0287
0.06280 0.0352 0.0352
0.06290 0.0304 0.0304
0.06300 0.0310 0.0310
0.06310 0.0299 0.0299
0.06320 0.0328 0.0328
0.06330 0.0173 0.0173
0.06340 0.0316 0.0316
0.06350 0.0376 0.0376
0.06360 0.0298 0.0298
0.06370 0.0400 0.0400
0.06380 0.0328 0.0328
0.06390 0.0376 0.0376
0.06400 0.0334 0.0334
0.06410 0.0316 0.0316
0.06420 0.0412 0.0412
0.06430 0.0352 0.0352
0.06440 0.0328 0.0328
0.06450 0.0370 0.0370
0.06460 0.0388 0.0388
0.06470 0.0316 0.0316
0.06480 0.0352 0.0352
0.06490 0.0334 0.0334
0.06500 0.0304 0.0304
0.06509 0.0322 0.0322
0.06519 0.0316 0.0316
0.06529 0.0334 0.0334
0.06539 0.0316 0.0316
0.06549 0.0322 0.0322
0.06559 0.0304 0.0304
0.06569 0.0400 0.0400
0.06579 0.0376 0.0376
0.06589 0.0322 0.0322
0.06599 0.0352 0.0352
0.06609 0.0352 0.0352
0.06619 0.0251 0.0251
0.06629 0.0275 0.0275
0.06639 0.0376 0.0376
0.06649 0.0340 0.0340
0.06659 0.0322 0.0322
0.06669 0.0400 0.0400
0.06679 0.0364 0.0364
0.06689 0.0316 0.0316
0.06699 0.0358 0.0358
0.06709 0.0352 0.0352
0.06719 0.0364 0.0364
0.06729 0.0400 0.0400
0.06739 0.0328 0.0328
0.06749 0.0400 0.0400
0.06759 0.0322 0.0322
0.06769 0.0316 0.0316
0.06779 0.0364 0.0364
0.06789 0.0352 0.0352
0.06799 0.0334 0.0334
0.06809 0.0293 0.0293
0.06819 0.0400 0.0400
0.06829 0.0310 0.0310
0.06839 0.0364 0.0364
0.06849 0.0340 0.0340
0.06859 0.0346 0.0346
0.06869 0.0352 0.0352
0.06879 0.0388 0.0388
0.06889 0.0376 0.0376
0.06899 0.0328 0.0328
0.06909 0.0376 0.0376
0.06919 0.0436 0.0436
0.06929 0.0239 0.0239
0.06939 0.0352 0.0352
0.06949 0.0388 0.0388
0.06959 0.0334 0.0334
0.06969 0.0388 0.0388
0.06979 0.0328 0.0328
0.06989 0.0316 0.0316
0.06999 0.0382 0.0382
0.07009 0.0430 0.0430
0.07019 0.0352 0.0352
0.07029 0.0424 0.0424
0.07039 0.0376 0.0376
0.07049 0.0454 0.0454
0.07059 0.0370 0.0370
0.07069 0.0364 0.0364
0.07079 0.0430 0.0430
0.07089 0.0424 0.0424
0.07099 0.0448 0.0448
0.07109 0.0382 0.0382
0.07119 0.0388 0.0388
0.07128 0.0436 0.0436
0.07138 0.0322 0.0322
0.07148 0.0376 0.0376
0.07158 0.0430 0.0430
0.07168 0.0448 0.0448
0.07178 0.0430 0.0430
0.07188 0.0436 0.0436
0.07198 0.0352 0.0352
0.07208 0.0376 0.0376
0.07218 0.0412 0.0412
0.07228 0.0442 0.0442
0.07238 0.0400 0.0400
0.07248 0.0513 0.0513
0.07258 0.0364 0.0364
0.07268 0.0400 0.0400
0.07278 0.0448 0.0448
0.07288 0.0412 0.0412
0.07298 0.0388 0.0388
0.07308 0.0430 0.0430
0.07318 0.0376 0.0376
0.07328 0.0424 0.0424
0.07338 0.0400 0.0400
0.07348 0.0364 0.0364
0.07358 0.0352 0.0352
0.07368 0.0490 0.0490
0.07378 0.0448 0.0448
0.07388 0.0430 0.0430
0.07398 0.0460 0.0460
0.07408 0.0418 0.0418
0.07418 0.0412 0.0412
0.07428 0.0501 0.0501
0.07438 0.0472 0.0472
0.07448 0.0418 0.0418
0.07458 0.0412 0.0412
0.07468 0.0466 0.0466
0.07478 0.0424 0.0424
0.07488 0.0263 0.0263
0.07498 0.0436 0.0436
0.07508 0.0430 0.0430
0.07518 0.0537 0.0537
0.07528 0.0436 0.0436
0.07538 0.0513 0.0513
0.07548 0.0418 0.0418
0.07558 0.0472 0.0472
0.07568 0.0478 0.0478
0.07578 0.0430 0.0430
0.07588 0.0484 0.0484
0.07598 0.0406 0.0406
0.07608 0.0436 0.0436
0.07618 0.0466 0.0466
0.07628 0.0484 0.0484
0.07638 0.0442 0.0442
0.07648 0.0448 0.0448
0.07658 0.0388 0.0388
0.07668 0.0454 0.0454
0.07678 0.0478 0.0478
0.07688 0.0460 0.0460
0.07698 0.0454 0.0454
0.07708 0.0478 0.0478
0.07718 0.0460 0.0460
0.07728 0.0418 0.0418
0.07738 0.0424 0.0424
0.07747 0.0513 0.0513
0.07757 0.0448 0.0448
0.07767 0.0501 0.0501
0.07777 0.0430 0.0430
0.07787 0.0460 0.0460
0.07797 0.0543 0.0543
0.07807 0.0472 0.0472
0.07817 0.0478 0.0478
0.07827 0.0466 0.0466
0.07837 0.0537 0.0537
0.07847 0.0525 0.0525
0.07857 0.0513 0.0513
0.07867 0.0537 0.0537
0.07877 0.0490 0.0490
0.07887 0.0490 0.0490
0.07897 0.0513 0.0513
0.07907 0.0478 0.0478
0.07917 0.0513 0.0513
0.07927 0.0478 0.0478
0.07937 0.0460 0.0460
0.07947 0.0454 0.0454
0.07957 0.0478 0.0478
0.07967 0.0525 0.0525
0.07977 0.0490 0.0490
0.07987 0.0525 0.0525
0.07997 0.0436 0.0436
0.08007 0.0561 0.0561
0.08017 0.0478 0.0478
0.08027 0.0466 0.0466
0.08037 0.0525 0.0525
0.08047 0.0513 0.0513
0.08057 0.0501 0.0501
0.08067 0.0322 0.0322
0.08077 0.0501 0.0501
0.08087 0.0555 0.0555
0.08097 0.0513 0.0513
0.08107 0.0490 0.0490
0.08117 0.0501 0.0501
0.08127 0.0561 0.0561
0.08137 0.0501 0.0501
0.08147 0.0561 0.0561
0.08157 0.0454 0.0454
0.08167 0.0466 0.0466
0.08177 0.0537 0.0537
0.08187 0.0549 0.0549
0.08197 0.0591 0.0591
0.08207 0.0537 0.0537
0.08217 0.0513 0.0513
0.08227 0.0525 0.0525
0.08237 0.0537 0.0537
0.08247 0.0567 0.0567
0.08257 0.0460 0.0460
0.08267 0.0555 0.0555
0.08277 0.0537 0.0537
0.08287 0.0525 0.0525
0.08297 0.0525 0.0525
0.08307 0.0543 0.0543
0.08317 0.0484 0.0484
0.08327 0.0537 0.0537
0.08337 0.0543 0.0543
0.08347 0.0490 0.0490
0.08357 0.0585 0.0585
0.08366 0.0513 0.0513
0.08376 0.0490 0.0490
0.08386 0.0466 0.0466
0.08396 0.0627 0.0627
0.08406 0.0537 0.0537
0.08416 0.0501 0.0501
0.08426 0.0513 0.0513
0.08436 0.0537 0.0537
0.08446 0.0537 0.0537
0.08456 0.0663 0.0663
0.08466 0.0531 0.0531
0.08476 0.0537 0.0537
0.08486 0.0490 0.0490
0.08496 0.0501 0.0501
0.08506 0.0549 0.0549
0.08516 0.0639 0.0639
0.08526 0.0537 0.0537
0.08536 0.0615 0.0615
0.08546 0.0513 0.0513
0.08556 0.0603 0.0603
0.08566 0.0525 0.0525
0.08576 0.0591 0.0591
0.08586 0.0549 0.0549
0.08596 0.0591 0.0591
0.08606 0.0525 0.0525
0.08616 0.0561 0.0561
0.08626 0.0591 0.0591
0.08636 0.0585 0.0585
0.08646 0.0591 0.0591
0.08656 0.0549 0.0549
0.08666 0.0579 0.0579
0.08676 0.0513 0.0513
0.08686 0.0472 0.0472
0.08696 0.0519 0.0519
0.08706 0.0549 0.0549
0.08716 0.0549 0.0549
0.08726 0.0525 0.0525
0.08736 0.0657 0.0657
0.08746 0.0597 0.0597
0.08756 0.0579 0.0579
0.08766 0.0585 0.0585
0.08776 0.0525 0.0525
0.08786 0.0531 0.0531
0.08796 0.0549 0.0549
0.08806 0.0603 0.0603
0.08816 0.0597 0.0597
0.08826 0.0639 0.0639
0.08836 0.0567 0.0567
0.08846 0.0549 0.0549
0.08856 0.0591 0.0591
0.08866 0.0585 0.0585
0.08876 0.0591 0.0591
0.08886 0.0615 0.0615
0.08896 0.0639 0.0639
0.08906 0.0651 0.0651
0.08916 0.0573 0.0573
0.08926 0.0627 0.0627
0.08936 0.0531 0.0531
0.08946 0.0597 0.0597
0.08956 0.0567 0.0567
0.08966 0.0615 0.0615
0.08976 0.0639 0.0639
0.08985 0.0633 0.0633
0.08995 0.0490 0.0490
0.09005 0.0615 0.0615
0.09015 0.0627 0.0627
0.09025 0.0615 0.0615
0.09035 0.0615 0.0615
0.09045 0.0603 0.0603
0.09055 0.0663 0.0663
0.09065 0.0675 0.0675
0.09075 0.0663 0.0663
0.09085 0.0579 0.0579
0.09095 0.0639 0.0639
0.09105 0.0603 0.0603
0.09115 0.0651 0.0651
0.09125 0.0687 0.0687
0.09135 0.0579 0.0579
0.09145 0.0609 0.0609
0.09155 0.0591 0.0591
0.09165 0.0699 0.0699
0.09175 0.0543 0.0543
0.09185 0.0627 0.0627
0.09195 0.0549 0.0549
0.09205 0.0615 0.0615
0.09215 0.0615 0.0615
0.09225 0.0651 0.0651
0.09235 0.0597 0.0597
0.09245 0.0693 0.0693
0.09255 0.0651 0.0651
0.09265 0.0579 0.0579
