"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.00919 129014 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00929 129001 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00938 128988 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00948 128975 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00958 128962 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00968 128949 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00978 128936 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00988 128923 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00998 128910 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01008 128897 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01018 128884 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01028 128871 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01038 128858 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01048 128845 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01058 128832 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01068 128819 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01078 128806 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01088 128793 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.01098 128780 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01108 128767 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01118 128754 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01128 128741 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01138 128728 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01148 128715 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01158 128702 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01168 128689 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01178 128676 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01188 128663 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01198 128650 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01208 128637 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01218 128624 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01228 128611 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01238 128598 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01248 128585 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01258 128572 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01268 128559 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01278 128546 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01288 128533 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01298 128520 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01308 128507 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01318 128494 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
0.01328 128481 0.0 1.0000 1.0000 0.9995 1.0000 1.0000 1.0000 0.9995
